雄安新区有哪些大学	1	17
0 2669.890625 360 209	https://m.tanmizhi.com/html/21148.html	30000909	10
0 2924.890625 360 187	http://yule.yjcf360.com/kaogutanmi/776416.htm	30000000	11
0 3117.890625 360 257	https://3g.163.com/news/article_so/F9N54A2O0517PB2L.html	30010302	12
0 3380.796875 360 209	https://k.sina.cn/article_7270787934_1b15f6b5e00100lcyk.html?cre=tianyi&mod=wpage&loc=2&r=32&rfunc=68&tj=none&tr=32&wm=3200&ab=qiche&http=fromhttp	30000909	13
0 3809.796875 360 187	https://history.ifeng.com/c/7sYhe76zfKc	30000000	14
0 4002.796875 360 187	http://m.qulishi.com/article/201810/302806.html	30000000	15
0 4195.796875 360 257	https://m.sohu.com/a/469090943_121058025	30010302	16
0 4458.703125 360 257	https://m.sohu.com/a/370009973_120097724	30010302	17
0 4721.609375 360 187	https://m.lishizhuan.com/wsbk/230837.html	30000000	18
0 4914.609375 360 257	https://3g.163.com/news/article_so/FEEK22T505438TCV.html	30010302	19
0 5177.515625 360 187	https://www.lishixinzhi.com/miwen/810078.html	30000000	20

电脑壁纸怎么换	1	21
0 102 360 723	https://img01.sogoucdn.com/app/a/200698/1280_720_20180808190356-1415437823	80020021	0
0 830.515625 360 497	https://wapv.sogou.com/v?query=%E7%94%B5%E8%84%91%E5%A3%81%E7%BA%B8%E6%80%8E%E4%B9%88%E6%8D%A2&p=40230600&tab=video&ie=utf8&rawQuery=%E7%94%B5%E8%84%91%E5%A3%81%E7%BA%B8%E6%80%8E%E4%B9%88%E6%8D%A2&vrid=11000404	11000404	1
0 1333.703125 360 374	https://weixin.sogou.com/weixinwap?ie=utf8&query=%E7%94%B5%E8%84%91%E5%A3%81%E7%BA%B8%E6%80%8E%E4%B9%88%E6%8D%A2&type=2&sourceid=weixinvr	11002501	2
0 1713.703125 360 302	https://m.sogou.com/web/searchList.jsp?insite=zhihu.com&pid=sogou-waps-21a38ed2ee0c2c08&query=%E7%94%B5%E8%84%91%E5%A3%81%E7%BA%B8%E6%80%8E%E4%B9%88%E6%8D%A2	30010244	3
0 2235.703125 360 160	https://m.how234.com/ebymnbcd.html	30000000	4
0 2401.703125 360 187	https://m.pc6.com/v/4275	30000000	5
0 2594.703125 360 372	https://m.sogou.com/web/searchList.jsp?keyword=%E7%94%B5%E8%84%91%E5%A3%81%E7%BA%B8%E6%80%8E%E4%B9%88%E6%8D%A2&insite=zhinan.sogou.com	30010187	6
0 2972.703125 360 187	https://www.ijinshan.com/pcyouhua/paper_202007030934.shtml	30000000	7
0 3165.703125 360 209	https://support.hp.com/cn-zh/document/c02460725	30000909	8
0 3380.703125 360 269	https://jingyan.baidu.com/article/c910274bf9901ccd361d2d8b.html	30010098	9
0 3655.703125 360 269	https://jingyan.baidu.com/article/3a2f7c2e388d3426afd61127.html	30010098	10
0 3970.703125 360 257	https://jingyan.baidu.com/article/d713063595589113fcf47542.html	30000907	11
0 4234.1875 360 176	http://wenwen.sogou.com/z/q825599053.htm	30000201	12
0 4416.1875 360 209	https://product.pconline.com.cn/itbk/software/czxtl/1906/12708028.html	30000909	13
0 4845.1875 360 160	https://product.pconline.com.cn/itbk/vedio/1902/12316636.html	30000000	14
0 5011.1875 360 209	https://m.pc6.com/sv/17319.html	30000909	15
0 5226.1875 360 182	https://m.idongde.com/c/7f74bb48a1edCf0A.shtml	30000909	16
0 5414.1875 360 209	https://m.gezila.com/tutorials/49186.html	30000909	17
0 5629.1875 360 203	http://ask.zol.com.cn/x/5145884.html	30000201	18
0 5838.1875 360 182	https://zh.wikihow.com/%E5%9C%A8Windows%E7%B3%BB%E7%BB%9F%E4%B8%AD%E6%9B%B4%E6%8D%A2%E6%A1%8C%E9%9D%A2%E8%83%8C%E6%99%AF	30000909	19
0 6026.1875 360 203	https://zhidao.baidu.com/question/1758200171087106348	30000201	20

定价策略主要有哪几种	1	18
0 102 360 525	https://wap.cma.gaodun.cn/jingxuanwenda/10295.html	80020023	0
0 894.46875 360 325	https://m.sogou.com/web/sl?channel=zhishi&pid=sogou-waps-2c6037040bf5058a&keyword=%E5%AE%9A%E4%BB%B7%E7%AD%96%E7%95%A5%E4%B8%BB%E8%A6%81%E6%9C%89%E5%93%AA%E5%87%A0%E7%A7%8D&g_f=11301026	30000202	1
0 1225.46875 360 302	https://weixin.sogou.com/weixinwap?ie=utf8&query=%E5%AE%9A%E4%BB%B7%E7%AD%96%E7%95%A5%E4%B8%BB%E8%A6%81%E6%9C%89%E5%93%AA%E5%87%A0%E7%A7%8D&type=2&sourceid=weixinvr	11002501	2
0 1747.46875 360 299	https://wapv.sogou.com/v?query=%E5%AE%9A%E4%BB%B7%E7%AD%96%E7%95%A5%E4%B8%BB%E8%A6%81%E6%9C%89%E5%93%AA%E5%87%A0%E7%A7%8D&p=40230600&tab=video&ie=utf8&rawQuery=%E5%AE%9A%E4%BB%B7%E7%AD%96%E7%95%A5%E4%B8%BB%E8%A6%81%E6%9C%89%E5%93%AA%E5%87%A0%E7%A7%8D&vrid=11000404	11000404	3
0 2052.453125 360 398	https://m.sogou.com/web/searchList.jsp?insite=zhihu.com&pid=sogou-waps-21a38ed2ee0c2c08&query=%E5%AE%9A%E4%BB%B7%E7%AD%96%E7%95%A5%E4%B8%BB%E8%A6%81%E6%9C%89%E5%93%AA%E5%87%A0%E7%A7%8D	30010244	4
0 2456.453125 360 258	https://wk.baidu.com/view/ba7f773e580216fc710afd06	30010092	5
0 2720.453125 360 160	https://m.gaodun.com/wenda/cma/9637.html	30000000	6
0 2886.453125 360 160	https://wiki.mbalib.com/wiki/%E4%BB%B7%E6%A0%BC%E7%AD%96%E7%95%A5	30000000	7
0 3052.453125 360 160	https://wiki.mbalib.com/wiki/%E5%9B%BD%E9%99%85%E8%90%A5%E9%94%80%E5%AE%9A%E4%BB%B7%E7%AD%96%E7%95%A5	30000000	8
0 3218.453125 360 187	http://www.imupress.com/f/view-4f683ce6766240c6b921514179dee49e-f338ec4910954ee49df4c99e90675f0b.htmlByStudy	30000000	9
0 3451.453125 360 187	http://xfnews.eeju.com/zixun/2021/0113/11730.html	30000000	10
0 3644.453125 360 160	https://www.docin.com/touch_new/preview_new.do?id=1553775461	30000000	11
0 3810.453125 360 160	https://www.douban.com/note/721922736/	30000000	12
0 4666.40625 360 182	https://wk.baidu.com/view/87ff4f074a7302768e993916?pcf=2	30010259	13
0 4854.40625 360 187	https://www.lu-xu.com/caijing/505873.html	30000000	14
0 5047.40625 360 187	https://www.vgspc.com/dingji202131421187.html	30000000	15
0 5240.40625 360 176	http://m.iask.sina.com.cn/b/xzr6VDuN35.html?=1&vt=4	30000201	16
0 5422.40625 360 160	http://www.360doc.com/content/20/0131/21/62233567_888918733.shtml	30000000	17

一体化定价是什么	1	18
0 363.953125 360 203	http://wenda.tianya.cn/question/28302e0a1cbd7036?sort=t	30000201	0
0 572.953125 360 189	https://www.zhihu.com/tardis/sogou/art/110673765	30010208	1
0 981.953125 360 209	http://wk.baidu.com/view/4eb1ad3e3c1ec5da51e27021	30010259	2
0 1196.953125 360 154	http://wenwen.sogou.com/z/q8498024.htm	30000201	3
0 1356.953125 360 209	http://www.docin.com/touch/detail.do?id=676171366	30010259	4
0 1571.953125 360 182	http://www.docin.com/p-939782665.html	30010259	5
0 1759.953125 360 165	https://azure.microsoft.com/zh-cn/pricing/details/cognitive-services/	30000000	6
0 1930.953125 360 187	https://m.book118.com/html/2018/0921/7026130116001150.shtm	30000000	7
0 2123.953125 360 160	http://wise.xmu.edu.cn/_data/bys/2009lunwen/%E8%B0%A2%E9%BA%9F.doc	30000000	8
0 2329.953125 360 160	https://m.book118.com/html/2018/0915/7052045001001150.shtm	30000000	9
0 2495.953125 360 187	http://science.china.com.cn/2016-06/28/content_8860675.htm	30000000	10
0 2688.953125 360 263	https://m.tuliu.com/wnews/read-127845.html	30010092	11
0 3337.953125 360 176	http://wenwen.sogou.com/z/q710137252.htm	30000201	12
0 3519.953125 360 182	https://wk.baidu.com/view/f66f0e895e0e7cd184254b35eefdc8d377ee144d	30010259	13
0 3707.953125 360 209	http://wk.baidu.com/view/e9bea21014791711cc7917b7	30010259	14
0 3922.953125 360 187	https://wk.baidu.com/view/9300bd06cc17552706220807	30000000	15
0 4115.953125 360 160	https://www.docin.com/mobile/detail.do?id=881256426	30000000	16
0 4281.953125 360 209	https://www.china.cn/search/few1bx.shtml	30000909	17

小孩在几岁换牙	1	17
0 102 360 328	https://m.youlai.cn/a/qa/808472.html	11020901	0
0 436 360 876	https://mingyi.sogou.com/fuwu/vr/11018001/juhe/qa?keyword=小孩在几岁换牙&docid=25a7b94c57ff327c-4104792621f0ecb7-914741e9cedc3481b4863ba4aa7cefb7%2C39b069e3aac7cd20-b424c78e2a260830-b508266c3c7e3dcdd2b88f5ba984fe3b%2C33c4cf9141124415-a978a3e9ba6d5ab2-7fd4eb4b82bea2a228f83f3ec2fd7be7%2C25a7b94c57ff327c-4104792621f0ecb7-390463a6b2e2a643ca38eed2528b850e#qa	11018001	1
0 1318 360 251	http://mp.weixin.qq.com/s?src=11&timestamp=1623761878&ver=3132&signature=S49ZxFMC5ytxXfga674ttec-PBWi4GzG8k7rHr5RIXfoQFY0PYL-NVonr3ZK2cD-lqGM2hVR5*21Safj-CGn6vn5DqLF-gk*ohrs5D9PlblnKg7mBh2TNkIuR0Mu9j2Y&new=1	11020701	2
0 1789 360 497	https://wapv.sogou.com/v?query=%E5%B0%8F%E5%AD%A9%E5%9C%A8%E5%87%A0%E5%B2%81%E6%8D%A2%E7%89%99&p=40230600&tab=video&ie=utf8&rawQuery=%E5%B0%8F%E5%AD%A9%E5%9C%A8%E5%87%A0%E5%B2%81%E6%8D%A2%E7%89%99&vrid=11000404	11000404	3
0 2292.1875 360 203	http://www.babytree.com/ask/detail/11749	30000201	4
0 2501.1875 360 160	https://m.myzx.cn/sogou/voice/106040.html	30000909	5
0 2667.1875 360 254	https://m.xinglinpukang.com/smip/audio/17286878.html	30010153	6
0 2967.1875 360 187	https://m.haodf.com/touch/zhuanjiaguandian/eryadandan_1977666861.htm?from=alading	30000000	7
0 3160.1875 360 254	https://m.youlai.cn/a/audio/564E8BgUfSF.html	30010153	8
0 3420.1875 360 254	http://mg.familydoctor.com.cn/ask/audio/690542.html	30010153	9
0 3894.1875 360 206	https://h5.baike.qq.com/mobile/article.html?docid=qa00002011sa23jh&adtag=sg.nr.wz.wenda	30010155	10
0 4106.1875 360 206	https://wapask.39.net/sg/question/29514611.html	30010156	11
0 4318.1875 360 228	https://m.bohe.cn/video/mingyi/4jsk1v2ck3l0zvp.html	30010154	12
0 4552.1875 360 228	https://m.sytown.cn/sogou/video/b649baa7-47a5-11e8-a382-00163e1061d6	30010154	13
0 4786.1875 360 206	https://m.baikemy.com/kepu/sogou/52635289076225	30010155	14
0 4998.1875 360 257	http://zhinan.sogou.com/guide/detail/?id=316512772833	30010103	15
0 5261.671875 360 209	https://www.zhihu.com/tardis/sogou/art/378168531	30010208	16

糖尿病人能吃水果吗	1	19
0 102 360 1070	null	11026801	0
0 1177.75 360 877	https://mingyi.sogou.com/fuwu/vr/11018001/juhe/qa?keyword=糖尿病人能吃水果吗&docid=e3d416e90e644125-d509e592ee096c85-ab875ef09a8f270615a1087fa35ee647%2C25a7b94c57ff327c-4104792621f0ecb7-1ef13cf992d6be4eb3d40b790d878552%2C6f62ee59cab38d5c-4a5d554cc9da4f96-1f52841d159882af72c46f64225c5ffe%2C25a7b94c57ff327c-4104792621f0ecb7-80a5157a5ad0c5bcbc126cc1b8ebb7e2#qa	11018001	1
0 2060.75 360 398	https://weixin.sogou.com/weixinwap?ie=utf8&query=%E7%B3%96%E5%B0%BF%E7%97%85%E4%BA%BA%E8%83%BD%E5%90%83%E6%B0%B4%E6%9E%9C%E5%90%97&type=2&sourceid=weixinvr	11002501	2
0 2678.75 360 497	https://wapv.sogou.com/v?query=%E7%B3%96%E5%B0%BF%E7%97%85%E4%BA%BA%E8%83%BD%E5%90%83%E6%B0%B4%E6%9E%9C%E5%90%97&p=40230600&tab=video&ie=utf8&rawQuery=%E7%B3%96%E5%B0%BF%E7%97%85%E4%BA%BA%E8%83%BD%E5%90%83%E6%B0%B4%E6%9E%9C%E5%90%97&vrid=11000404	11000404	3
0 3181.9375 360 227	https://wap.sogou.com/web/searchList.jsp?s_from=kmap_recommend&&rcer=9al-P21J&kmap_rank=5&keyword=%E4%BA%8C%E7%94%B2%E5%8F%8C%E8%83%8D&innerid=a60fb8a78728f6c32e2568ae068b4177&entityid=841547&zlfrank=5&htprequery=%E7%B3%96%E5%B0%BF%E7%97%85%E4%BA%BA%E8%83%BD%E5%90%83%E6%B0%B4%E6%9E%9C%E5%90%97	50023801	4
0 3414.8125 360 372	http://mingyi.sogou.com/fuwu/vr/30010139/medtrans?keyword=糖尿病人能吃水果吗&horizon_type=	30010139	5
0 3793.421875 360 209	http://m.39.net/tnb/sg_6349511.html	30000909	6
0 4008.421875 360 625	https://mingyi.sogou.com/hospital/guide/center?s=vr&from=vr70239006&channel=1941-0-1&query=糖尿病人能吃水果吗	70239006	7
0 4639.421875 360 202	https://wap.sogou.com/web/searchList.jsp?s_from=kmap_recommend&&rcer=9al-P21J&kmap_rank=10&keyword=%E7%B3%96%E5%B0%BF%E7%97%85%E5%B9%B6%E5%8F%91%E7%97%87&innerid=8ea5cb3a4ba26e36175df9861139f276&entityid=5640818&zlfrank=10&htprequery=%E7%B3%96%E5%B0%BF%E7%97%85%E4%BA%BA%E8%83%BD%E5%90%83%E6%B0%B4%E6%9E%9C%E5%90%97	50023901	8
0 4887.296875 360 160	https://m.haodf.com/touch/zhuanjiaguandian/lnjzfx_147127.htm?from=alading	30000000	9
0 5053.296875 360 228	https://m.xinglinpukang.com/smip/video/23238244.html	30010154	10
0 5287.296875 360 228	https://m.xinglinpukang.com/smip/video/46853221.html	30010154	11
0 5735.296875 360 254	https://m.120ask.com/voice/sgmip_36056.html	30010153	12
0 5995.296875 360 254	https://m.youlai.cn/a/audio/5D1AACYmhhs.html	30010153	13
0 6255.296875 360 254	https://m.bohe.cn/voice/mingyi/628404.html	30010153	14
0 6515.296875 360 187	http://m.39.net/tnb/sg_4676201.html	30000909	15
0 6708.296875 360 263	https://m.ys137.com/tnb/143591.html	30010092	16
0 6977.296875 360 374	https://m.sogou.com/web/searchList.jsp?insite=zhihu.com&pid=sogou-waps-21a38ed2ee0c2c08&query=%E7%B3%96%E5%B0%BF%E7%97%85%E4%BA%BA%E8%83%BD%E5%90%83%E6%B0%B4%E6%9E%9C%E5%90%97	30010244	17
0 7357.296875 360 284	http://zhinan.sogou.com/guide/detail/?id=316513274012	30010103	18

胸椎疼痛是什么原因	1	16
0 574 360 899	https://mingyi.sogou.com/fuwu/vr/11018001/juhe/qa?keyword=胸椎疼痛是什么原因&docid=25a7b94c57ff327c-4104792621f0ecb7-afd18520d2a15ede8ce7647b8a66f8f1%2C25a7b94c57ff327c-4104792621f0ecb7-3534c17c012a9a106645eff8ceb58e79%2C8fb44fef85328b40-b24d3aac07c758e8-1e683d5ad59812404d987b45ec649a6b%2C25a7b94c57ff327c-4104792621f0ecb7-2db322c4b5f4145076961a796d9a9bb3#qa	11018001	0
0 1479 360 427	null	11024601	1
0 2126 360 160	https://m.baikemy.com/qa/sogou/44672584637919?extendId=8241	30000000	2
0 2292 360 398	https://weixin.sogou.com/weixinwap?ie=utf8&query=%E8%83%B8%E6%A4%8E%E7%96%BC%E7%97%9B%E6%98%AF%E4%BB%80%E4%B9%88%E5%8E%9F%E5%9B%A0&type=2&sourceid=weixinvr	11002501	3
0 2696 360 625	https://mingyi.sogou.com/hospital/guide/center?s=vr&from=vr70239006&channel=1941-0-1&query=胸椎疼痛是什么原因	70239006	4
0 3327 360 302	https://m.sogou.com/web/searchList.jsp?insite=zhihu.com&pid=sogou-waps-21a38ed2ee0c2c08&query=%E8%83%B8%E6%A4%8E%E7%96%BC%E7%97%9B%E6%98%AF%E4%BB%80%E4%B9%88%E5%8E%9F%E5%9B%A0	30010244	5
0 3675 360 206	https://wapask.39.net/sg/question/63929687.html	30010156	6
0 3887 360 254	http://mg.familydoctor.com.cn/ask/audio/85710.html	30010153	7
0 4147 360 254	http://mg.familydoctor.com.cn/ask/audio/139538.html	30010153	8
0 4621 360 206	http://wapask.39.net/sogou/question/78779764.html	30010156	9
0 4833 360 254	https://m.youlai.cn/ask/1205004.html	30010153	10
0 5093 360 254	https://m.youlai.cn/a/audio/267504.html	30010153	11
0 5353 360 206	https://m.bohe.cn/article/mingyi/162398.html	30010155	12
0 5565 360 206	http://wapask.39.net/sogou/question/78502684.html	30010156	13
0 5777 360 258	http://wapjy.39.net/exp/2898.html	30010092	14
0 6041 360 281	http://mg.familydoctor.com.cn/ask/audio/88180.html	30010153	15

烫伤后涂牙膏有用吗	1	8
0 102 360 328	https://wapask.39.net/sg/question/62953088.html	11021901	0
0 436 360 973	https://mingyi.sogou.com/fuwu/vr/11018001/juhe/qa?keyword=烫伤后涂牙膏有用吗&docid=c93270b40f944f84-f3111368d0fa17b3-e86d1f385f1efdea54a986f7879b5449%2C6f62ee59cab38d5c-4a5d554cc9da4f96-e9eb1d1a531592b4c25ad7637b298a80%2Cc93270b40f944f84-f3111368d0fa17b3-42b75f7da478bad801626f3ba095661a%2Cec263f29694068e5-970959352d4ce86f-29cb05f3d933dc4bdd38a23579f7db6a#qa	11018001	1
0 1629 360 398	https://m.sogou.com/web/searchList.jsp?insite=zhihu.com&pid=sogou-waps-21a38ed2ee0c2c08&query=%E7%83%AB%E4%BC%A4%E5%90%8E%E6%B6%82%E7%89%99%E8%86%8F%E6%9C%89%E7%94%A8%E5%90%97	30010244	2
0 2033 360 398	https://weixin.sogou.com/weixinwap?ie=utf8&query=%E7%83%AB%E4%BC%A4%E5%90%8E%E6%B6%82%E7%89%99%E8%86%8F%E6%9C%89%E7%94%A8%E5%90%97&type=2&sourceid=weixinvr	11002501	3
0 2437 360 299	https://wapv.sogou.com/v?query=%E7%83%AB%E4%BC%A4%E5%90%8E%E6%B6%82%E7%89%99%E8%86%8F%E6%9C%89%E7%94%A8%E5%90%97&p=40230600&tab=video&ie=utf8&rawQuery=%E7%83%AB%E4%BC%A4%E5%90%8E%E6%B6%82%E7%89%99%E8%86%8F%E6%9C%89%E7%94%A8%E5%90%97&vrid=11000404	11000404	4
0 2741.984375 360 209	http://m.120ask.com/yaopin/news/466826.html	30000909	5
0 2956.984375 360 254	http://mg.familydoctor.com.cn/ask/audio/550455.html	30010153	6
0 3216.984375 360 206	https://m.familydoctor.com.cn/ask/q/3988533.html	30010156	7

团旗的标准尺寸有多少种	1	20
0 102 360 270	https://zhidao.baidu.com/question/58043737	41110108	0
0 378 360 176	https://zhidao.baidu.com/question/575001714	30000201	1
0 560 360 182	https://wk.baidu.com/view/f17cf712e109581b6bd97f19227916888586b965	30010259	2
0 748 360 182	https://wk.baidu.com/view/7b014dae2dc58bd63186bceb19e8b8f67c1cef85?pcf=2	30010259	3
0 1150 360 132	http://m.iask.sina.com.cn/b/515052.html?=1&vt=4	30000201	4
0 1288 360 138	https://www.baiketk.com/q_m6035a74d16086.html	30000000	5
0 1432 360 182	http://www.51test.net/show/5377817.html	30000909	6
0 1620 360 187	https://m.shangxueba.com/ask/13953726.html	30000000	7
0 1813 360 187	https://m.shangxueba.com/ask/13934196.html	30000000	8
0 2006 360 187	https://www.1688.com/ask/aebc8243-4ea4-4148-91bb-e5791a7a9ab0.html	30000000	9
0 2239 360 182	https://m.shuashuati.com/ti/e71fd86e84eb4ed4b51e47f8864c0c8f.html	30000909	10
0 2427 360 116	https://www.ppkao.com/tiku/shiti/489a0389122c437a8c417414d9dfae99.html	30000000	11
0 2549 360 160	https://www.tikuzj.com/lnkt/606179.html	30000000	12
0 2929 360 160	http://qh.qnzs.youth.cn/index/show/10774743	30000000	13
0 3095 360 160	https://www.tianhooo.com/gushi/344686.html	30000000	14
0 3261 360 182	https://wk.baidu.com/view/05c24f98df80d4d8d15abe23482fb4daa48d1d7c	30010259	15
0 3449 360 209	https://wk.baidu.com/view/1189b69d5ff7ba0d4a7302768e9951e79b8969dd?pcf=2&re=view	30010259	16
0 3664 360 182	https://wk.baidu.com/view/135c27ebf342336c1eb91a37f111f18582d00c5d?pcf=2	30010259	17
0 3852 360 187	https://fanwen.7139.com/512/24/649148.html	30000000	18
0 4045 360 182	http://www.shijie-up.com/news_info.asp?id=1240	30000909	19

我国新时期农村扶贫开发的总体目标是什么	1	19
0 102 360 209	http://mp.weixin.qq.com/s?src=11&timestamp=1623761989&ver=3132&signature=64wZDoy-y8oonf5Ss3lqsyKuAYfn8USIZmC9DGeGWkX1gVauXAMpbNCvkw7DDr3Wt33bn1hupYTFSodLBJA9dB6sKU53BSNe6XaJmzFF2PeuUo87kdVSvPwlq982Eata&new=1	11002601	0
0 317 360 187	https://m.csai.cn/souti/14590D4A.html	30000000	1
0 510 360 143	https://m.asklib.com/view/5457f17ca781.html	30000000	2
0 873 360 209	https://www.shuashuati.com/ti/cffa553061ab4891bf2199db8f6a2938.html?fm=bdsdbd52a2aff98640a053faa535c7abe77	30000909	3
0 1088 360 203	http://wenwen.sogou.com/z/q656237716.htm	30000201	4
0 1297 360 187	http://www.gongqing.gov.cn/zwgk/zfxxgkzl/bmxxgk/sfpbgs/zdgk_158413/hygq_158430/201902/t20190226_4170588.html	30000000	5
0 1490 360 187	http://m.1010jiajiao.com/paper/timu/2177607.html	30000909	6
0 1683 360 187	https://m.csai.cn/souti/657ECAEA.html	30000000	7
0 1876 360 187	http://www.gov.cn/jrzg/2011-12/01/content_2008462.htm	30000909	8
0 2109 360 160	http://www.gov.cn/zwgk/2005-05/26/content_1293.htm	30000000	9
0 2275 360 187	http://m.huatu.com/sydw/2021/0315/2144583.html	30000000	10
0 2468 360 187	https://www.5kda.com/tiku/1377417.html	30000000	11
0 2875 360 187	https://m.shangxueba.com/ask/11524496.html	30000000	12
0 3068 360 165	http://www.jsxs718.com/ask2021/news/13136439.html	30000000	13
0 3239 360 187	https://m.csai.cn/souti/7197D0B2.html	30000000	14
0 3432 360 187	https://www.ppkao.com/tiku/shiti/786c4c9f557a424bb3a946a61ce845eb.html	30000000	15
0 3625 360 209	http://www.rhen.com.cn/c/888a4260c68144ce.html	30000909	16
0 3840 360 209	https://wk.baidu.com/view/cb3a48e4b34e852458fb770bf78a6529657d3549	30010259	17
0 4055 360 160	http://www.zybkzx.com/news_list.asp?id=2919	30000000	18

田加丁怎么读	1	22
0 102 360 246	https://hanyu.sogou.com/result?query=田加丁怎么读&mzid=70230953	70230953	0
0 568 360 373	https://m.sogou.com/web/sl?channel=zhishi&pid=sogou-waps-2c6037040bf5058a&keyword=%E7%94%B0%E5%8A%A0%E4%B8%81%E6%80%8E%E4%B9%88%E8%AF%BB	30010125	1
0 947 360 159	http://wenda.tianya.cn/question/402659c14fde8bf2?sort=t	30000201	2
0 1112 360 249	https://wap.sogou.com/web/searchList.jsp?s_from=kmap_recommend&&rcer=-u_BRixp&kmap_rank=4&keyword=%E5%9C%A8%E7%BA%BF%E6%B1%89%E5%AD%97%E8%BD%AC%E6%8B%BC%E9%9F%B3&innerid=300000698&zlfrank=4&htprequery=%E7%94%B0%E5%8A%A0%E4%B8%81%E6%80%8E%E4%B9%88%E8%AF%BB	50023801	3
0 1367.484375 360 159	http://wenda.tianya.cn/answer/402659c14fde8bf2000479ce9a26f632	30000201	4
0 1532.484375 360 184	https://www.zhihu.com/tardis/sogou/ans/430001978	30010173	5
0 1722.484375 360 285	http://zhinan.sogou.com/guide/detail/?id=316513767374	30010103	6
0 2013.359375 360 181	http://m.iask.sina.com.cn/b/1SWD0qyRof7Z.html?=1&vt=4	30000201	7
0 2200.359375 360 132	http://wapiknow.baidu.com/question/425605762	30000201	8
0 2338.359375 360 154	http://wapiknow.baidu.com/question/28827038	30000201	9
0 2498.359375 360 154	http://wapiknow.baidu.com/question/363248714958323932	30000201	10
0 2658.359375 360 250	https://wap.sogou.com/web/searchList.jsp?s_from=kmap_recommend&&rcer=-u_BRixp&kmap_rank=13&keyword=%E6%B1%89%E5%AD%97%E8%BD%AC%E6%8B%BC%E9%9F%B3&innerid=300000702&zlfrank=13&htprequery=%E7%94%B0%E5%8A%A0%E4%B8%81%E6%80%8E%E4%B9%88%E8%AF%BB	50023901	11
0 2953.84375 360 132	http://wapiknow.baidu.com/question/1542630005320019547	30000201	12
0 3091.84375 360 132	http://wapiknow.baidu.com/question/157191071	30000201	13
0 3229.84375 360 154	http://wapiknow.baidu.com/question/385920787	30000201	14
0 3603.84375 360 203	https://zhidao.baidu.com/question/937945278589263532	30000201	15
0 3812.84375 360 154	http://wenwen.sogou.com/z/q705660326.htm	30000201	16
0 3972.84375 360 176	http://wenwen.sogou.com/z/q838672308.htm	30000201	17
0 4154.84375 360 176	https://zhidao.baidu.com/question/561781022	30000201	18
0 4336.84375 360 176	http://wenwen.sogou.com/z/q762813873.htm	30000201	19
0 4518.84375 360 132	http://wenwen.sogou.com/z/q922314765.htm	30000201	20
0 4656.84375 360 176	http://wenwen.sogou.com/z/q761475457.htm	30000201	21

十堰属于哪个省份	1	19
0 102 360 226	http://baike.sogou.com/v109584.htm	70124504	0
0 333.953125 360 297	http://map.sogou.com/#c=12331312,3826125,9&lq=%E5%8D%81%E5%A0%B0%E5%B8%82&originurltype=PC_VR_City	70247701	1
0 637.21875 360 397	https://m.sogou.com/web/sl?channel=zhishi&pid=sogou-waps-2c6037040bf5058a&keyword=%E5%8D%81%E5%A0%B0%E5%B1%9E%E4%BA%8E%E5%93%AA%E4%B8%AA%E7%9C%81%E4%BB%BD&g_f=11301026	30000202	2
0 1254.21875 360 209	https://m.tianqi.com/news/282505.html	30000909	3
0 1469.21875 360 182	http://mp.weixin.qq.com/s?src=3&timestamp=1623762009&ver=1&signature=0LSQDd8TQK82aUPt8mOAyIN0KaHpYCty8xBqDYdamp-2LUPIZNzsCdqhl-ZPerGrHeuW1-Q2hPesdTDXd6hXg70jonVD6K371q937mN4hlJQVXu9FQ2DkzjIKI88MzPPmY13HF0Spp20BGeGKgVAfQ==	11002601	4
0 1657.21875 360 249	https://wap.sogou.com/web/searchList.jsp?s_from=kmap_recommend&&rcer=9al-P21J&kmap_rank=7&keyword=%E5%92%B8%E5%AE%81&innerid=a026f4147fe496e97af614505396bb19&entityid=73121&zlfrank=7&htprequery=%E5%8D%81%E5%A0%B0%E5%B1%9E%E4%BA%8E%E5%93%AA%E4%B8%AA%E7%9C%81%E4%BB%BD	11003501	5
0 1911.625 360 206	https://www.zhihu.com/tardis/sogou/qus/291186912	30010173	6
0 2123.625 360 209	http://m.hubei88.com/view.php?aid=268256	30000909	7
0 2600.578125 360 182	http://wap.tcmap.com.cn/hubei/shiyanshi.html	30000909	8
0 2788.578125 360 160	http://1j-por.qtdynamics.com/	30000000	9
0 3208.578125 360 209	http://www.easyiu.com/post/29813	30000909	10
0 3423.578125 360 176	http://m.iask.sina.com.cn/b/17916111.html?=1&vt=4	30000201	11
0 3819.578125 360 159	https://zhidao.baidu.com/question/756252880233703804	30000201	12
0 3984.578125 360 132	https://zhidao.baidu.com/question/495186861045748292	30000201	13
0 4122.578125 360 132	http://wenwen.sogou.com/z/q771540454.htm	30000201	14
0 4260.578125 360 132	http://wenwen.sogou.com/z/q155762520.htm	30000201	15
0 4398.578125 360 132	http://wenwen.sogou.com/z/q206688589.htm	30000201	16
0 4536.578125 360 154	http://wenwen.sogou.com/z/q787771815.htm	30000201	17
0 4696.578125 360 176	http://wenwen.sogou.com/z/q907040847.htm	30000201	18

一个虫一个亡读什么	1	19
0 102 360 430	https://hanyu.sogou.com/result?query=一个虫一个亡读什么&mzid=70230953	70230953	0
